City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
527,Ixtapa,20.7,-105.2,76.23,50,100,9.22,MX,2023-01-16 21:17:36
528,Tiksi,71.6872,128.8694,-20.96,100,100,8.03,RU,2023-01-16 21:17:37
529,Kasamwa,-2.85,32.4333,62.65,80,73,2.57,TZ,2023-01-16 21:17:37
530,Pirai Do Sul,-24.5261,-49.9486,71.4,93,97,1.21,BR,2023-01-16 21:17:37
531,Datong,40.0936,113.2914,8.65,74,7,5.97,CN,2023-01-16 21:17:38
532,Sao Joao Da Barra,-21.6403,-41.0511,80.69,86,5,16.35,BR,2023-01-16 21:17:39
533,Bend,44.0582,-121.3153,40.93,67,0,5.75,US,2023-01-16 21:14:49
534,Mizdah,31.4451,12.9801,50.07,38,8,8.75,LY,2023-01-16 21:17:39
535,Kabalo,-6.05,26.9167,68.79,95,100,1.32,CD,2023-01-16 21:17:39
536,Shalakusha,62.2247,40.2539,25.36,86,100,12.26,RU,2023-01-16 21:17:40
537,Cotonou,6.3654,2.4183,80.53,82,30,9.46,BJ,2023-01-16 21:17:40
538,Nerchinsk,51.9833,116.5833,-30.78,100,60,1.23,RU,2023-01-16 21:17:41
539,Milkovo,54.7167,158.6167,-21.39,90,16,3.87,RU,2023-01-16 21:17:41
540,Caluquembe,-13.7833,14.6833,61.74,81,100,5.97,AO,2023-01-16 21:17:42
541,Tacna,-18.0056,-70.2483,73.6,50,0,9.22,PE,2023-01-16 21:17:42
542,Reconquista,-29.15,-59.65,99.41,17,10,10.16,AR,2023-01-16 21:17:43
543,Verkhniye Kigi,55.4083,58.6044,0.27,87,11,3.89,RU,2023-01-16 21:17:43
544,Bukid,5.5717,125.4056,80.29,81,99,6.6,PH,2023-01-16 21:17:44
545,Flinders,-34.5833,150.8552,73.06,86,97,7.0,AU,2023-01-16 21:17:44
546,Mahajanga,-15.7167,46.3167,77.02,94,20,3.44,MG,2023-01-16 21:17:44
547,Kirksville,40.1948,-92.5833,54.57,68,0,19.57,US,2023-01-16 21:21:19
548,Morgan City,29.6994,-91.2068,71.02,73,100,13.8,US,2023-01-16 21:21:19
549,Dingle,10.9995,122.6711,74.16,95,96,5.73,PH,2023-01-16 21:21:20
550,Henties Bay,-22.116,14.2845,68.5,86,93,3.71,NA,2023-01-16 21:21:20
551,Necochea,-38.5473,-58.7368,71.31,50,0,16.64,AR,2023-01-16 21:21:21
552,Hervey Bay,-25.2986,152.8535,76.15,79,100,18.48,AU,2023-01-16 21:21:21
553,Cayenne,4.9333,-52.3333,75.24,94,75,0.0,GF,2023-01-16 21:21:22
554,Cururupu,-1.8283,-44.8683,72.77,96,100,2.59,BR,2023-01-16 21:21:22
555,Hovd,48.0056,91.6419,-1.55,77,96,0.83,MN,2023-01-16 21:21:23
556,Harper,4.375,-7.7169,80.17,78,18,7.49,LR,2023-01-16 21:21:23
557,Buraydah,26.326,43.975,55.85,91,94,5.66,SA,2023-01-16 21:21:23
558,Colac,-38.3333,143.5833,75.07,54,26,4.25,AU,2023-01-16 21:21:25
559,Fruitvale,39.0817,-108.4968,44.53,71,100,4.0,US,2023-01-16 21:21:25
560,Torbay,47.6666,-52.7314,37.27,97,100,8.05,CA,2023-01-16 21:19:25
561,Koundara,12.4833,-13.3,81.73,11,85,6.87,GN,2023-01-16 21:21:25
562,Kudahuvadhoo,2.6708,72.8944,79.39,75,92,5.28,MV,2023-01-16 21:21:26
563,Makaha,21.4694,-158.2175,82.31,60,100,3.44,US,2023-01-16 21:21:27
564,Abha,18.2164,42.5053,55.22,62,0,9.22,SA,2023-01-16 21:21:27
565,Balikpapan,-1.2675,116.8289,73.56,94,48,2.75,ID,2023-01-16 21:20:10
566,Weligama,5.9667,80.4167,74.52,89,100,2.15,LK,2023-01-16 21:21:28
567,Karlstad,59.3793,13.5036,36.16,87,75,6.91,SE,2023-01-16 21:21:28
568,Nikolayevsk-Na-Amure,53.1406,140.73,-32.26,97,17,2.51,RU,2023-01-16 21:21:29
569,Tura,25.5198,90.2201,50.94,52,0,2.35,IN,2023-01-16 21:21:29
570,Mihaesti,45.0333,24.25,38.01,88,100,1.57,RO,2023-01-16 21:21:29
571,San Rafael,-34.6177,-68.3301,92.66,20,47,21.27,AR,2023-01-16 21:20:44
