City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
411,Gao,ML,16.6362,1.637,68.94,13,0,11.34,clear sky
412,Tall Kayf,TR,37.0833,41.0667,48.2,47,3,3.49,clear sky
413,Multan,PK,30.1956,71.4753,48.09,81,75,0.0,smoke
414,Huarmey,PE,-10.0681,-78.1522,72.37,74,82,7.07,broken clouds
415,Constantine,DZ,36.365,6.6147,38.61,75,40,18.41,scattered clouds
416,Tres Arroyos,AR,-38.3739,-60.2798,86.04,36,16,14.41,few clouds
417,Kotaparh,IN,19.15,82.35,57.72,79,41,3.65,scattered clouds
418,Moreira Sales,BR,-24.0622,-53.0069,72.39,84,31,6.44,light rain
419,Denia,ES,38.8408,0.1057,57.47,51,100,10.0,overcast clouds
420,Buzdyak,RU,54.5833,54.55,-0.63,80,10,3.2,clear sky
421,Lunenburg,CA,44.3835,-64.3155,34.09,85,100,11.07,overcast clouds
422,Cachoeira Do Sul,BR,-30.0392,-52.8939,78.87,66,22,12.06,few clouds
423,Pisco,PE,-13.7,-76.2167,73.45,78,0,20.71,clear sky
424,Camacha,PT,33.0833,-16.3333,56.62,72,75,9.22,broken clouds
425,Darlowo,PL,54.421,16.4107,31.89,83,12,9.95,few clouds
426,Mpongwe,ZM,-13.5091,28.155,64.13,99,100,3.87,light rain
427,Keetmanshoop,NA,-26.5833,18.1333,81.41,40,99,4.09,overcast clouds
428,Baruta,VE,10.434,-66.8766,73.24,69,13,1.99,few clouds
429,Sistranda,NO,63.7256,8.834,35.56,78,100,18.43,overcast clouds
430,Yershov,RU,51.3513,48.2766,11.79,90,6,8.21,clear sky
431,Sayyan,YE,15.1718,44.3244,45.82,57,31,2.71,scattered clouds
432,Kondinskoye,RU,59.6481,67.41,15.1,95,88,6.51,overcast clouds
433,Taltal,CL,-25.4,-70.4833,70.34,72,17,9.31,few clouds
434,Shu,KZ,43.5983,73.7614,1.0,95,8,4.63,clear sky
435,Port Blair,IN,11.6667,92.75,76.1,78,97,11.3,overcast clouds
436,Kovdor,RU,67.5662,30.4758,22.19,90,100,5.23,overcast clouds
437,Kamenka,RU,51.3223,42.7678,23.65,79,64,15.52,broken clouds
438,Templin,DE,53.1186,13.5022,34.83,97,88,5.03,overcast clouds
439,Thompson,CA,55.7435,-97.8558,4.78,98,77,3.49,broken clouds
440,Kaka,TM,37.3482,59.6143,28.54,68,36,0.72,scattered clouds
441,Zavetnoye,RU,47.1194,43.8903,27.61,71,1,13.94,clear sky
442,San Joaquin,US,37.9333,-121.3011,55.33,73,75,14.97,broken clouds
443,Tacuarembo,UY,-31.7333,-55.9833,84.65,41,18,13.35,few clouds
444,Sinnamary,GF,5.3833,-52.95,75.69,85,88,6.71,overcast clouds
445,Fonte Boa,BR,-2.4959,-66.2662,74.25,97,92,2.39,moderate rain
446,Usinsk,RU,65.9939,57.5281,19.54,89,100,22.73,overcast clouds
447,Kostomuksha,RU,64.571,30.5767,28.63,92,100,11.99,overcast clouds
448,Port Victoria,KE,0.0939,33.9756,70.45,75,77,9.8,broken clouds
449,Zhanaozen,KZ,43.3,52.8,25.97,74,0,8.08,clear sky
450,Chodziez,PL,52.995,16.9198,28.22,91,32,4.85,scattered clouds
451,Andros Town,BS,24.7,-77.7667,73.36,58,5,8.28,clear sky
452,Sable-Sur-Sarthe,FR,47.8376,-0.3329,34.56,92,73,7.87,broken clouds
453,Amli,IN,20.2833,73.0167,63.79,46,78,2.44,broken clouds
454,Sokoto,NG,13.0609,5.239,72.54,17,0,10.07,clear sky
455,Rosario Oeste,BR,-14.8361,-56.4275,78.01,68,49,2.28,scattered clouds
456,Alikalia,SL,9.1667,-11.4,71.49,21,40,0.72,scattered clouds
457,Tena,EC,-0.9833,-77.8167,71.04,97,92,0.58,moderate rain
458,Vestmanna,FO,62.1564,-7.1664,29.32,80,100,12.66,overcast clouds
459,Abha,SA,18.2164,42.5053,52.05,71,0,0.0,clear sky
460,Saint-Augustin,CA,51.226,-58.6502,24.57,70,100,19.8,overcast clouds
461,Nouakchott,MR,18.0858,-15.9785,66.13,67,1,15.77,clear sky
462,Aksu,CN,41.1231,80.2644,-0.17,88,5,4.36,clear sky
463,Sisimiut,GL,66.9395,-53.6735,-7.85,87,8,10.31,clear sky
464,Plouzane,FR,48.3833,-4.6167,37.72,90,0,3.44,clear sky
465,Agadez,NE,19.75,10.25,60.87,16,95,7.72,overcast clouds
466,Inowroclaw,PL,52.7989,18.2639,31.55,79,100,4.38,overcast clouds
467,Mirosov,CZ,49.6878,13.6581,30.81,94,100,3.0,overcast clouds
468,Trincomalee,LK,8.5711,81.2335,78.42,61,100,13.87,overcast clouds
469,Den Helder,NL,52.9599,4.7593,33.96,93,20,6.91,few clouds
470,La Sarre,CA,48.8002,-79.1996,13.05,92,100,9.6,overcast clouds
471,Nadrag,RO,45.65,22.1833,40.01,93,100,3.15,overcast clouds
472,Les Cayes,HT,18.2,-73.75,74.05,75,5,2.64,clear sky
473,Nioro,GM,13.35,-15.75,79.03,15,21,8.01,few clouds
474,Ginir,ET,7.1333,40.7,54.68,36,75,5.97,broken clouds
475,Kadoma,JP,34.7333,135.5833,46.38,60,25,5.7,scattered clouds
476,Asyut,EG,27.181,31.1837,55.42,30,0,2.89,clear sky
477,Porto Belo,BR,-27.1578,-48.5531,78.75,88,92,4.16,overcast clouds
478,Gazanjyk,TM,39.2446,55.5154,28.47,64,1,6.64,clear sky
479,Umm Kaddadah,SD,13.6017,26.6876,64.96,18,36,11.18,scattered clouds
480,Beloye,UA,48.4952,39.0505,34.25,85,63,9.46,broken clouds
481,Brasy,CZ,49.837,13.5783,30.69,94,100,5.53,overcast clouds
482,Dakar,SN,14.6937,-17.4441,70.68,74,32,20.92,scattered clouds
483,Emba,KZ,48.8264,58.1442,8.74,77,43,10.16,scattered clouds
484,Yaguachi,EC,-2.1167,-79.6833,82.38,80,95,2.33,overcast clouds
485,Pontes E Lacerda,BR,-15.2261,-59.3353,76.1,75,81,1.36,broken clouds
486,Neyshabur,IR,36.2133,58.7958,32.41,62,13,1.28,few clouds
487,Pocone,BR,-16.2567,-56.6228,79.99,63,61,2.77,broken clouds
488,Celendin,PE,-6.8703,-78.1517,54.12,93,100,1.92,light rain
489,Tarbes,FR,43.25,0.1667,46.87,85,100,23.02,overcast clouds
490,Uyemskiy,RU,64.4743,40.8524,37.45,75,100,11.18,overcast clouds
491,Plover,US,44.4564,-89.544,32.99,82,100,6.91,overcast clouds
492,Mabaruma,GY,8.2,-59.7833,70.56,89,64,3.71,broken clouds
493,Belchatow,PL,51.3688,19.3567,32.99,86,100,5.48,overcast clouds
494,Raga,SS,8.4596,25.678,72.23,27,2,5.01,clear sky
495,Beyneu,KZ,45.3167,55.2,21.69,62,0,7.81,clear sky
496,Matina,CR,10.0761,-83.2895,78.33,80,90,3.96,overcast clouds
497,Verkhnetulomskiy,RU,68.6073,31.7962,28.53,95,100,3.76,overcast clouds
498,Hearst,CA,49.6835,-83.6665,6.08,95,100,8.01,overcast clouds
499,Kashan,IR,33.9831,51.4364,41.22,55,0,1.5,clear sky
500,Necochea,AR,-38.5473,-58.7368,76.03,61,37,20.83,scattered clouds
501,Capitao Poco,BR,-1.7464,-47.0594,71.19,99,100,4.7,light rain
502,Santo Antonio Do Ica,BR,-3.1022,-67.9397,71.29,99,100,2.93,overcast clouds
503,Yenagoa,NG,4.9247,6.2642,79.09,82,98,4.27,overcast clouds
504,Chapais,CA,49.7834,-74.8492,6.48,97,61,7.0,broken clouds
505,Kozelsk,RU,54.0375,35.7716,39.38,88,100,15.37,overcast clouds
506,Tevriz,RU,57.509,72.4042,18.34,96,100,4.56,light snow
507,Malinovoye Ozero,RU,51.6753,79.7825,10.8,95,100,7.02,light snow
508,Alice Town,BS,25.7167,-79.3,75.65,59,3,4.81,clear sky
509,Eyl,SO,7.9803,49.8164,73.36,76,53,19.37,broken clouds
510,Toamasina,MG,-18.1667,49.3833,77.65,91,100,18.95,moderate rain
511,Mehamn,NO,71.0357,27.8492,24.75,80,100,6.91,overcast clouds
512,Aleppo,SY,36.25,37.5,49.69,73,0,5.84,clear sky
513,Portland,US,45.5234,-122.6762,44.58,88,100,1.01,overcast clouds
514,Port-Cartier,CA,50.0334,-66.8654,22.75,84,70,8.52,broken clouds
515,Wad Madani,SD,14.4012,33.5199,75.6,32,0,10.31,clear sky
516,Coruripe,BR,-10.1256,-36.1756,77.34,78,95,7.43,overcast clouds
517,Mezen,RU,65.8522,44.24,33.94,92,100,19.13,overcast clouds
518,Cascais,PT,38.6979,-9.4215,55.94,92,54,17.0,broken clouds
519,Urvan,RU,43.4922,43.7606,28.04,91,7,2.75,clear sky
520,Nurota,UZ,40.5614,65.6886,23.07,77,97,2.37,overcast clouds
521,Acurenam,GQ,1.0322,10.6488,69.42,97,81,5.37,broken clouds
522,Mwinilunga,ZM,-11.7358,24.4293,62.73,97,100,4.59,light rain
523,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.11,98,94,2.73,light rain
524,Ajdabiya,LY,30.7554,20.2263,58.19,50,0,9.84,clear sky
525,Qandala,SO,11.472,49.8728,74.7,63,14,5.66,few clouds
526,Tazmalt,DZ,36.3868,4.3989,39.42,79,25,6.91,scattered clouds
527,Vestmannaeyjar,IS,63.4427,-20.2734,39.24,67,100,29.84,overcast clouds
528,Voronezh,RU,51.6664,39.17,33.82,93,75,17.9,broken clouds
529,Grand Gaube,MU,-20.0064,57.6608,78.39,89,100,5.01,very heavy rain
530,Baloda Bazar,IN,21.6667,82.1667,60.06,57,3,3.58,clear sky
531,Oyon,PE,-10.6681,-76.7731,46.94,90,100,3.47,overcast clouds
532,Ercis,TR,39.0287,43.3586,27.99,67,3,4.34,clear sky
533,Ladario,BR,-19.0047,-57.6017,74.7,88,75,2.28,broken clouds
534,Charlottesville,US,38.0293,-78.4767,66.15,93,100,0.0,mist
535,Pop,UZ,40.8736,71.1089,20.73,64,0,4.16,clear sky
536,Metallostroy,RU,59.8008,30.5478,34.0,87,75,4.47,broken clouds
537,Warri,NG,5.5167,5.75,78.35,82,100,2.75,overcast clouds
538,Medea,DZ,36.2642,2.7539,33.73,71,3,6.67,clear sky
539,Riyadh,SA,24.6877,46.7219,48.34,56,0,5.3,clear sky
540,Odesskoye,RU,54.2111,72.9651,8.53,95,86,7.31,overcast clouds
541,Oistins,BB,13.0667,-59.5333,78.89,69,20,20.71,few clouds
542,Petrovsk,RU,52.3064,45.3917,15.76,89,24,12.1,few clouds
543,Jagdalpur,IN,19.0667,82.0333,55.98,73,37,1.52,scattered clouds
544,Waldoboro,US,44.0954,-69.3756,35.49,73,100,3.91,overcast clouds
545,Kem,RU,64.9555,34.5793,32.72,96,100,17.27,light snow
546,Kimberley,ZA,-28.7323,24.7623,76.03,44,100,1.07,overcast clouds
547,Begun,IN,24.9833,75.0,50.09,43,9,3.33,clear sky
548,Agirish,RU,61.9247,63.0231,7.81,96,99,3.94,overcast clouds
549,Judaberg,NO,59.1659,5.8732,32.18,86,5,6.17,clear sky
550,Santa Fe,AR,-31.6333,-60.7,99.0,36,30,4.0,light rain
551,West Bay,KY,19.3667,-81.4167,81.07,72,20,10.36,few clouds
552,Vikulovo,RU,56.8167,70.6107,10.26,97,93,5.77,overcast clouds
553,Pinhao,BR,-25.6956,-51.6597,63.48,97,100,2.3,overcast clouds
554,Jabinyanah,TN,35.035,10.9081,46.87,55,1,15.52,clear sky
555,Daitari,IN,21.1,85.75,56.44,85,4,1.88,clear sky
556,Coxim,BR,-18.5067,-54.76,80.06,67,51,3.29,broken clouds
557,Qaqortoq,GL,60.7167,-46.0333,25.32,92,100,2.44,overcast clouds
558,Urumqi,CN,43.801,87.6005,-6.65,77,40,2.24,mist
559,Gat,IL,31.61,34.7642,59.4,22,0,5.66,clear sky
560,San Ignacio,BZ,17.1561,-89.0714,82.9,64,6,7.67,clear sky
561,Olhao,PT,37.0286,-7.8411,53.1,81,40,5.75,scattered clouds
562,Babayurt,RU,43.6002,46.7789,38.53,84,6,15.82,clear sky
563,Porto Novo,BJ,6.4965,2.6036,79.23,82,67,6.96,broken clouds
564,Krasnaya Gorbatka,RU,55.8703,41.7641,31.17,89,100,15.9,overcast clouds
565,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,77.52,71,89,1.48,overcast clouds
566,Yefremov,RU,53.1481,38.0992,35.92,84,100,19.19,overcast clouds
567,Goure,NE,13.9835,10.2704,67.35,20,10,8.84,clear sky
568,Guadalajara,MX,20.6667,-103.3333,78.57,21,100,10.36,overcast clouds
569,Kronberg,DE,50.1774,8.5125,31.86,94,0,2.3,fog
570,Shahr-E Kord,IR,32.3256,50.8644,16.29,68,0,1.68,clear sky
571,Ohangaron,UZ,40.9064,69.6383,17.74,70,52,4.12,broken clouds
572,Aripuana,BR,-9.1667,-60.6333,71.6,97,100,2.21,overcast clouds
573,Virginia Beach,US,36.8529,-75.978,69.03,61,0,10.36,clear sky
574,Itacare,BR,-14.2775,-38.9967,76.35,80,51,4.94,broken clouds
575,Nador,MA,35.174,-2.9287,57.45,58,40,18.41,scattered clouds
576,Zyryanskoye,RU,56.8306,86.6258,9.23,95,100,8.48,light snow
577,Jacareacanga,BR,-6.2222,-57.7528,70.45,99,100,0.74,overcast clouds
578,Gallipoli,TR,40.4103,26.6708,62.46,35,64,21.23,broken clouds
579,Chicama,PE,-7.8447,-79.1469,70.34,65,100,6.02,overcast clouds
580,Koplik,AL,42.2136,19.4364,46.36,93,100,3.53,overcast clouds
581,Gamboma,CG,-1.8764,15.8644,75.76,73,56,3.85,broken clouds
582,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.99,97,95,0.47,moderate rain
583,Lowestoft,GB,52.4752,1.7516,34.45,90,53,11.03,broken clouds
584,Gulu,UG,2.7746,32.299,72.66,32,59,3.58,broken clouds
585,Kulu,TR,39.0951,33.0799,40.35,68,20,1.68,few clouds
586,Muravlenko,RU,63.7898,74.523,-8.5,99,83,7.94,broken clouds
587,Luau,AO,-10.7073,22.2247,64.6,96,100,3.44,overcast clouds
588,Nottingham,GB,52.9536,-1.1505,38.66,83,0,14.97,clear sky
589,Syracuse,IT,37.0881,15.2792,42.31,55,56,21.54,broken clouds
590,Buenavista,PH,8.9769,125.4089,75.16,92,85,4.85,overcast clouds
591,Dhidhdhoo,MV,6.8833,73.1,79.05,66,4,9.22,clear sky
592,Constitucion,CL,-35.3333,-72.4167,61.72,76,64,6.33,broken clouds
593,Vredendal,ZA,-31.6683,18.5012,62.55,88,0,5.28,clear sky
594,Chancay,PE,-11.5714,-77.2672,71.31,76,96,4.63,overcast clouds
595,Ystad,SE,55.4297,13.8204,36.37,92,100,16.08,overcast clouds
596,Mana,GF,5.6592,-53.7767,74.71,88,59,6.69,broken clouds
597,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,4.61,few clouds
598,Bom Jesus,BR,-9.0744,-44.3586,71.51,92,100,2.3,overcast clouds
599,Slavonice,CZ,48.9975,15.3515,25.72,88,100,2.77,overcast clouds
600,Dambulla,LK,7.86,80.6517,69.35,72,81,4.97,broken clouds
601,Carauari,BR,-4.8828,-66.8958,72.63,97,64,2.98,broken clouds
602,Inhambane,MZ,-23.865,35.3833,78.62,84,53,9.98,broken clouds
603,Lixourion,GR,38.2019,20.4314,55.27,88,100,21.12,overcast clouds
604,Yarada,IN,17.65,83.2667,70.12,94,20,2.3,mist
605,Oksovskiy,RU,62.6062,39.8984,34.93,82,100,14.72,overcast clouds
606,Strathpeffer,GB,57.588,-4.5382,38.16,96,26,4.88,scattered clouds
607,Rock Sound,BS,24.9,-76.2,75.63,62,88,7.52,overcast clouds
608,Mantua,IT,45.1667,10.7833,38.98,93,100,1.99,overcast clouds
609,Sfantu Gheorghe,RO,45.8667,25.7833,46.27,92,100,1.81,overcast clouds
610,Buzmeyin,TM,38.0507,58.2056,32.02,62,97,1.7,overcast clouds
611,Ambanja,MG,-13.6833,48.45,74.25,94,100,3.74,moderate rain
612,Neya,RU,58.2972,43.8681,30.67,91,100,11.5,overcast clouds
613,Calderitas,MX,18.55,-88.25,82.51,78,40,11.5,scattered clouds
614,Hurghada,EG,27.2574,33.8129,61.59,54,0,6.87,clear sky
615,Zonguldak,TR,41.25,31.8333,44.4,62,100,6.06,overcast clouds
616,Buritizeiro,BR,-17.3511,-44.9622,75.56,76,94,1.74,overcast clouds
617,Ilhabela,BR,-23.7781,-45.3581,76.19,89,75,5.93,broken clouds
618,Moose Factory,CA,51.2585,-80.6094,-7.2,100,77,4.99,broken clouds
619,Khartoum,SD,15.5518,32.5324,75.02,36,0,1.01,clear sky
620,Vallenar,CL,-28.5708,-70.7581,75.54,48,0,6.2,clear sky
621,Uruzgan,AF,32.8333,66.0,31.51,85,99,2.71,overcast clouds
622,Miracema Do Tocantins,BR,-9.5618,-48.3967,71.85,91,57,3.15,broken clouds
623,Jamsa,FI,61.8642,25.19,32.72,88,100,8.01,overcast clouds
624,Banepa,NP,27.6298,85.5214,37.72,93,20,2.3,mist
625,Zahirabad,IN,17.6833,77.6167,62.69,71,10,6.4,clear sky
626,Vitry-Le-Francois,FR,48.7333,4.5833,32.86,95,100,1.34,overcast clouds
627,Hobyo,SO,5.3505,48.5268,76.05,78,46,21.68,scattered clouds
628,Humaita,BR,-7.5061,-63.0208,70.65,98,99,1.88,moderate rain
629,Saldanha,ZA,-33.0117,17.9442,64.24,95,0,8.81,clear sky
630,Kirkwall,GB,58.9848,-2.9587,41.05,81,75,21.85,broken clouds
631,Beamsville,CA,43.1668,-79.4829,41.94,98,95,14.05,overcast clouds
632,Camopi,GF,3.1655,-52.3158,71.55,99,40,2.73,scattered clouds
633,Boueni,YT,-12.9025,45.0761,84.18,78,100,15.52,light rain
634,Tonj,SS,7.2737,28.6822,82.74,26,64,7.47,broken clouds
635,Ayagoz,KZ,47.9714,80.4392,-6.29,97,56,7.2,broken clouds
636,Monrovia,LR,6.3005,-10.7969,76.77,88,33,7.63,scattered clouds
637,Kaya,BF,13.0917,-1.0844,73.02,14,21,8.5,few clouds
638,Leshukonskoye,RU,64.8989,45.7622,32.97,93,100,15.39,overcast clouds
639,Mandera,KE,3.9366,41.867,79.57,28,69,8.37,broken clouds
640,Praia,CV,14.9215,-23.5087,70.34,78,40,18.41,scattered clouds
641,Umm Bab,QA,25.2142,50.8072,60.22,67,0,14.43,clear sky
642,Capreol,CA,46.706,-80.9225,17.55,92,100,16.11,snow
643,Truro,GB,50.2653,-5.0544,42.08,70,75,5.75,broken clouds
644,Sohag,EG,26.557,31.6948,57.13,32,0,5.06,clear sky
645,Dabat,ET,12.9842,37.765,54.0,44,5,2.53,clear sky
646,Qom,IR,34.6401,50.8764,39.78,58,0,4.12,clear sky
647,Caravelas,BR,-17.7125,-39.2481,75.87,85,44,5.23,scattered clouds
648,Talnakh,RU,69.4865,88.3972,-28.75,85,3,6.96,clear sky
649,Salisbury,GB,51.0693,-1.7957,31.86,89,2,8.05,clear sky
650,Pombas,CV,17.1503,-25.0201,69.58,76,11,15.59,few clouds
651,Rio Gallegos,AR,-51.6226,-69.2181,66.09,49,50,13.78,scattered clouds
652,Kasempa,ZM,-13.4584,25.8338,65.52,93,100,5.79,moderate rain
653,Kidal,ML,18.4411,1.4078,69.19,13,1,8.34,clear sky
654,Rabo De Peixe,PT,37.8,-25.5833,53.11,71,75,5.75,broken clouds
655,Willowmore,ZA,-33.2926,23.4895,67.66,74,3,6.67,clear sky
656,Ornskoldsvik,SE,63.2909,18.7153,29.35,100,100,2.3,overcast clouds
657,Lulea,SE,65.5842,22.1547,26.67,93,0,4.61,clear sky
658,Longonjo,AO,-12.9067,15.2533,61.43,95,90,3.51,overcast clouds
659,Hinganghat,IN,20.5667,78.8333,67.23,58,2,4.61,clear sky
660,Pocoes,BR,-14.5297,-40.3653,65.52,98,41,3.89,scattered clouds
661,Hukuntsi,BW,-24.0,21.75,76.96,45,62,8.52,broken clouds
662,Khabary,RU,53.6259,79.5345,8.8,98,98,5.99,overcast clouds
663,Kitgum,UG,3.2783,32.8867,74.86,31,49,3.62,scattered clouds
664,Aswan,EG,24.0934,32.907,62.22,50,0,7.87,clear sky
665,Lere,NG,10.387,8.5726,69.28,28,37,4.09,scattered clouds
666,Erzurum,TR,40.0,41.5,15.48,69,6,2.28,clear sky
667,Hatillo,PR,18.4863,-66.8254,78.12,87,7,5.99,clear sky
668,Morgaushi,RU,55.9643,46.7743,21.36,83,95,15.23,overcast clouds
669,Jutai,BR,-5.1833,-68.9,71.49,99,100,2.13,light rain
670,Soria,ES,41.6667,-2.6667,38.1,100,100,17.98,overcast clouds
671,Ushtobe,KZ,45.2514,77.9838,-0.71,93,5,2.26,clear sky
672,Liverpool,GB,53.4106,-2.9779,43.29,83,75,16.11,broken clouds
673,Dimona,IL,31.0667,35.0333,51.62,38,0,6.42,clear sky
674,Wegorzewo,PL,54.2157,21.7372,30.7,96,100,4.54,overcast clouds
675,Nawa,IN,27.0167,75.0,46.62,48,84,7.38,broken clouds
676,Paramonga,PE,-10.6667,-77.8333,71.65,77,69,7.16,broken clouds
677,Sokoni,TZ,-6.4333,39.55,80.78,79,99,10.85,overcast clouds
678,Brokopondo,SR,4.75,-55.1667,74.5,90,4,8.41,clear sky
679,Bealanana,MG,-14.55,48.7333,65.3,97,100,9.44,moderate rain
680,Obala,CM,4.1667,11.5333,70.41,92,17,3.87,few clouds
681,Sorland,NO,67.667,12.6934,39.06,92,100,19.55,overcast clouds
682,Bayshore Gardens,US,27.4253,-82.5904,74.23,66,20,9.22,few clouds
683,Canakkale,TR,40.0833,26.8333,57.78,73,61,14.12,broken clouds
684,Ahmadpur East,PK,29.1431,71.2598,54.25,58,99,9.28,overcast clouds
